	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
COL8A1	3.42780969317245e-15	0.678397045349792	0.29	0.056	5.08926905145314e-11	MF4	COL8A1
EMP1	8.41655268013816e-15	0.734710866709331	0.312	0.068	1.24960557642011e-10	MF4	EMP1
CCDC80	1.16204558033337e-14	1.03429495019331	0.419	0.125	1.72528907312095e-10	MF4	CCDC80
TIMP1	2.68056911881921e-14	2.3610253466586	1	0.935	3.97984097071088e-10	MF4	TIMP1
COL5A1	2.80479900047912e-14	1.4054644318556	0.484	0.193	4.16428507601135e-10	MF4	COL5A1
QSOX1	1.24507902352976e-13	0.547885918259686	0.333	0.083	1.84856882623464e-09	MF4	QSOX1
FSTL1	1.30492193045971e-13	1.4678571073999	0.688	0.42	1.93741759015353e-09	MF4	FSTL1
MFAP4	2.18481292715671e-13	1.10231414114524	0.505	0.2	3.24379175294957e-09	MF4	MFAP4
SERPINE1	2.60809064099201e-13	1.39147433441777	0.323	0.084	3.87223217468084e-09	MF4	SERPINE1
CDH13	4.34350649998638e-13	0.564946974403133	0.398	0.118	6.44880410052978e-09	MF4	CDH13
IGFBP6	5.72605539718712e-13	1.22607245489603	0.333	0.091	8.50147444820371e-09	MF4	IGFBP6
OLFML3	2.42079944844486e-12	0.793797212280184	0.28	0.067	3.59416094110609e-08	MF4	OLFML3
LGALS11	1.43407062090932e-11	0.976012836293893	1	0.993	2.12916465086407e-07	MF4	LGALS1
RCN3	1.91043447789088e-11	0.654013471313423	0.398	0.144	2.83642206932459e-07	MF4	RCN3
CXCL12	3.63047290213885e-11	1.40263952589514	0.398	0.149	5.39016311780556e-07	MF4	CXCL12
ANXA2	3.9175402430762e-11	1.46186072865042	0.935	0.867	5.81637199889523e-07	MF4	ANXA2
SERPINE2	4.66571897108279e-11	0.571134738523193	0.301	0.082	6.92719295636662e-07	MF4	SERPINE2
ISLR	5.15790392538495e-11	0.962520027050532	0.409	0.149	7.65793995801904e-07	MF4	ISLR
FBN1	7.11287422813782e-11	0.903591099360884	0.516	0.254	1.05604843665162e-06	MF4	FBN1
DCN	7.42960207651595e-11	2.31554877158831	0.72	0.568	1.10307302030032e-06	MF4	DCN
ADAMTS2	7.7296485370607e-11	0.303788405164139	0.258	0.06	1.1476209182974e-06	MF4	ADAMTS2
NNMT	7.79890092927586e-11	0.737560772617774	0.634	0.321	1.15790282096959e-06	MF4	NNMT
COL3A11	2.45948456806383e-10	2.18443687589507	0.828	0.69	3.65159673820437e-06	MF4	COL3A1
SPON2	2.52029967507485e-10	1.13671218581134	0.366	0.132	3.74188892758363e-06	MF4	SPON2
LRRC17	3.25128942068209e-10	0.641258564151923	0.301	0.09	4.82718940288669e-06	MF4	LRRC17
EMP3	3.93667111791434e-10	1.19328527987919	0.688	0.476	5.84477560876742e-06	MF4	EMP3
S100A6	4.1721098396358e-10	1.76586819928205	0.892	0.753	6.19433147890728e-06	MF4	S100A6
COL1A2	4.52846555528597e-10	2.18646456799972	0.817	0.734	6.72341280993308e-06	MF4	COL1A2
EFEMP2	6.27887162432743e-10	0.572478257537473	0.441	0.183	9.32224070063893e-06	MF4	EFEMP2
COL6A1	6.67454137299924e-10	1.88073663094986	0.602	0.428	9.90969157649198e-06	MF4	COL6A1
GPX8	7.77929649208493e-10	0.382367130868884	0.376	0.132	1.15499215017985e-05	MF4	GPX8
MYL12A	8.09673895385759e-10	0.602510261071677	0.968	0.928	1.20212283247924e-05	MF4	MYL12A
LINC01943	1.04388019955614e-09	0.410009885938013	0.258	0.068	1.549848932281e-05	MF4	LINC01943
ANXA1	1.63833838022386e-09	0.738882702802963	0.849	0.675	2.43244099311837e-05	MF4	ANXA1
ANXA5	2.18651862594880e-09	0.77918939350353	0.903	0.803	3.24632420394618e-05	MF4	ANXA5
IL32	3.43361805168985e-09	0.59549071558675	0.495	0.226	5.09789272134393e-05	MF4	IL32
CCL2	4.44935884008549e-09	1.34740994146761	0.387	0.158	6.60596306987493e-05	MF4	CCL2
TIMP2	5.59358553674818e-09	0.721114048490307	0.591	0.351	8.30479644641003e-05	MF4	TIMP2
TPM4	7.56272508474454e-09	0.66335233500254	0.989	0.973	0.000112283779333202	MF4	TPM4
VCAM1	1.17040358470743e-08	0.475651210847944	0.301	0.098	0.000173769820221512	MF4	VCAM1
S100A13	1.21394446045829e-08	0.711629735914919	0.441	0.193	0.000180234334044242	MF4	S100A13
PEA15	1.82011293652872e-08	0.572059754839401	0.57	0.311	0.000270232167686419	MF4	PEA15
RAB32	1.96285658433943e-08	0.548584083533635	0.387	0.163	0.000291425317076875	MF4	RAB32
FN1	3.09217817550256e-08	1.05370293618156	0.957	0.947	0.000459095693716866	MF4	FN1
ACOT7	3.10337537143483e-08	0.335634507942258	0.258	0.079	0.00046075814139693	MF4	ACOT7
REXO2	3.29572697157276e-08	0.591230791750602	0.656	0.414	0.000489316583469408	MF4	REXO2
YIF1B	3.94058017121923e-08	0.302729003156148	0.258	0.079	0.00058505793802092	MF4	YIF1B
ACTG1	7.16866528325479e-08	0.572957283928858	1	0.986	0.00106433173460484	MF4	ACTG1
EMILIN1	9.93307511574776e-08	0.428586989887342	0.355	0.147	0.00147476366243507	MF4	EMILIN1
S100A11	1.15417888957574e-07	0.846370337494719	0.968	0.912	0.0017136093973531	MF4	S100A11
LOXL21	2.16419638858091e-07	0.68531502641973	0.376	0.171	0.00321318237812608	MF4	LOXL2
GPC3	2.50477803284876e-07	0.47328002168899	0.29	0.103	0.00371884394537055	MF4	GPC3
DAB2	2.82134804739346e-07	0.384386298505536	0.323	0.129	0.00418885544596508	MF4	DAB2
TSPO	2.84140629639249e-07	0.788088162761414	0.656	0.459	0.00421863592825393	MF4	TSPO
COL6A31	2.90629685622722e-07	0.817293159113723	0.419	0.202	0.00431497894244055	MF4	COL6A3
F2R1	2.93818531898321e-07	0.984403144948982	0.462	0.26	0.00436232374309437	MF4	F2R
PLOD2	3.32716274600031e-07	0.388871402517638	0.28	0.103	0.00493983852898665	MF4	PLOD2
S100A10	3.38612305311948e-07	2.17099917821857	0.516	0.336	0.00502737689696649	MF4	S100A10
CALU	4.06929052506914e-07	0.800605968925111	0.731	0.609	0.00604167564257015	MF4	CALU
TMSB101	4.92520561115604e-07	0.868636200639652	1	0.993	0.00731245277088338	MF4	TMSB10
KRT181	6.19291670880518e-07	0.787268169387959	0.677	0.467	0.00919462343756305	MF4	KRT18
ENG	9.63204097638942e-07	0.50547007986424	0.366	0.171	0.0143006912376454	MF4	ENG
TNFRSF12A1	1.11372521942626e-06	0.77777803947085	0.505	0.303	0.0165354783328217	MF4	TNFRSF12A
PRELP1	1.38516553714027e-06	0.528759786801392	0.505	0.276	0.0205655527299215	MF4	PRELP
PLIN3	1.62733389223744e-06	0.329575837353254	0.258	0.096	0.0241610262980492	MF4	PLIN3
PLOD1	1.87968928667527e-06	0.481372499307821	0.355	0.17	0.0279077468392677	MF4	PLOD1
TMSB4X	1.88076785395498e-06	0.560328003734982	1	0.995	0.0279237603276695	MF4	TMSB4X
ARF4	2.50997969358551e-06	0.684379743389701	0.656	0.519	0.0372656685106641	MF4	ARF4
CST3	2.69126736580426e-06	0.731415161315947	1	0.971	0.0399572465800958	MF4	CST3
MYL12B	3.31083814846822e-06	0.5797989137557	0.968	0.943	0.0491560139903076	MF4	MYL12B
DAP	3.64401211449229e-06	0.443563197460133	0.43	0.226	0.054102647863867	MF4	DAP
PCOLCE	4.53363603062267e-06	0.53041419797093	0.355	0.174	0.0673108941466548	MF4	PCOLCE
SPARC1	4.81287633937626e-06	0.492434692162377	1	0.985	0.0714567750107194	MF4	SPARC
ASPN1	5.31026216830025e-06	0.794315104186963	0.419	0.209	0.0788414624127539	MF4	ASPN
OST4	5.48320655196256e-06	0.514649128287407	0.903	0.921	0.0814091676769882	MF4	OST4
FBLN2	6.80256925520519e-06	0.546078793134222	0.344	0.164	0.100997745732031	MF4	FBLN2
THBS11	8.20663681911519e-06	0.467185250863659	0.516	0.296	0.121843936853403	MF4	THBS1
VIM1	8.25031409358854e-06	0.488058666167586	1	0.986	0.122492413347509	MF4	VIM
PRNP	1.02135491839475e-05	0.317990830608083	0.269	0.111	0.151640564734069	MF4	PRNP
SERF2	1.03174828323509e-05	0.489550580970502	1	0.997	0.153183667611915	MF4	SERF2
COL6A2	1.0835504291002e-05	1.12211516570642	0.699	0.617	0.160874732208506	MF4	COL6A2
COL5A21	1.25206027088887e-05	0.687931779547359	0.581	0.408	0.18589338841887	MF4	COL5A2
PPIB1	1.45647223840203e-05	0.664670933348397	0.86	0.829	0.216242433235549	MF4	PPIB
GLT8D1	1.46726036718932e-05	0.351800158583391	0.29	0.129	0.217844146716598	MF4	GLT8D1
AEBP1	1.61140652736419e-05	0.496378781198521	0.538	0.357	0.239245527117761	MF4	AEBP1
PRDX4	1.63702555691479e-05	0.557652225106347	0.495	0.319	0.243049184435139	MF4	PRDX4
RAI14	1.85209099736073e-05	0.339245862309079	0.258	0.11	0.274979950378147	MF4	RAI14
NID21	1.87458367952088e-05	0.665199687398155	0.419	0.235	0.278319438898466	MF4	NID2
PDLIM2	2.08010623335887e-05	0.429957070750889	0.581	0.378	0.308833372466792	MF4	PDLIM2
RAMP1	2.15365707890719e-05	0.452257342671273	0.28	0.12	0.31975346650535	MF4	RAMP1
MARCKS1	2.17597192978581e-05	0.549017000278335	0.516	0.345	0.323066552415299	MF4	MARCKS
COPZ2	2.38355095710934e-05	0.349419906223546	0.258	0.111	0.353885810602023	MF4	COPZ2
C1S	2.476645882641e-05	0.517811734738818	0.452	0.261	0.367707614195709	MF4	C1S
ATP5F1E	2.49592575513095e-05	0.347049446499387	0.968	0.955	0.370570096864292	MF4	ATP5F1E
TMED9	2.7391404622549e-05	0.518398872388198	0.57	0.405	0.406680184430985	MF4	TMED9
CD99	3.41092146715641e-05	0.43907761646517	0.892	0.842	0.506419510228712	MF4	CD99
CD631	3.46668732809899e-05	0.535600667920194	0.968	0.97	0.514699067602857	MF4	CD63
TMED3	3.61820013935005e-05	0.333250364533359	0.323	0.159	0.537194174689302	MF4	TMED3
FHL11	3.61859733517778e-05	0.603209100641932	0.774	0.599	0.537253146353845	MF4	FHL1
PDIA3	3.84661906117596e-05	0.557935064893733	0.892	0.833	0.571107532012794	MF4	PDIA3
SERPINH11	4.50625292111139e-05	0.580956136088856	0.677	0.531	0.669043371197408	MF4	SERPINH1
RPS27L1	5.09562805699727e-05	0.5030449387165	0.892	0.829	0.756547897622385	MF4	RPS27L
CMTM3	5.17803580132777e-05	0.393760735155471	0.43	0.247	0.768782975423133	MF4	CMTM3
COTL1	5.48413601959432e-05	0.355046524869372	0.29	0.139	0.814229674829169	MF4	COTL1
HTRA1	5.58582866429195e-05	0.287795288398916	0.387	0.2	0.829327981787425	MF4	HTRA1
PRAF2	6.54227893893589e-05	0.358655029381325	0.559	0.359	0.971332154063812	MF4	PRAF2
ACTN11	9.38430372235164e-05	0.387794203253212	0.796	0.673	1	MF4	ACTN1
ERRFI1	9.68575525970393e-05	0.482440020974466	0.301	0.154	1	MF4	ERRFI1
IGFBP5	9.71887147467193e-05	0.968030855834205	0.677	0.519	1	MF4	IGFBP5
PSAP	9.77536123024799e-05	0.299085257563444	0.849	0.819	1	MF4	PSAP
RPS23	0.000102221465506873	0.296302733996715	1	0.996	1	MF4	RPS23
CFH1	0.000148083753519799	0.643302740786773	0.591	0.462	1	MF4	CFH
PRSS23	0.000163232745536349	0.816617054263004	0.613	0.519	1	MF4	PRSS23
GUK1	0.00016346301562695	0.558975507266271	0.817	0.77	1	MF4	GUK1
FAM114A1	0.000166548619491115	0.315643273352033	0.505	0.323	1	MF4	FAM114A1
NUCB2	0.000171232762027713	0.6897076895332	0.505	0.365	1	MF4	NUCB2
TXNRD1	0.00017873587221914	0.299213196489171	0.323	0.168	1	MF4	TXNRD1
MRPS15	0.000189760785803608	0.288737179821606	0.484	0.292	1	MF4	MRPS15
TAGLN2	0.000201671564031917	0.420964356913693	0.903	0.902	1	MF4	TAGLN2
PFN1	0.000251715774348086	0.376997184551691	1	0.996	1	MF4	PFN1
EEF1B2	0.000275446530762289	0.312038378420607	0.903	0.851	1	MF4	EEF1B2
PTTG1IP	0.000290515393037838	0.394581444481241	0.71	0.564	1	MF4	PTTG1IP
TSPAN4	0.000291765934010712	0.481902804419798	0.409	0.269	1	MF4	TSPAN4
CAPNS1	0.000291980786559492	0.471696733269336	0.699	0.595	1	MF4	CAPNS1
P4HB	0.000315367200722396	0.506497587599272	0.656	0.554	1	MF4	P4HB
C1R1	0.000340713987219746	0.760490496874512	0.484	0.349	1	MF4	C1R
GGT5	0.000341630981071289	0.379413589548122	0.28	0.141	1	MF4	GGT5
OSTC	0.000348396163097912	0.476364620878368	0.656	0.531	1	MF4	OSTC
BGN	0.000380509543886689	0.539567364151236	0.903	0.842	1	MF4	BGN
MCRIP1	0.00038391885220321	0.388909976735656	0.495	0.33	1	MF4	MCRIP1
LTBP4	0.000430965396021181	0.283963426807889	0.269	0.135	1	MF4	LTBP4
CYBRD1	0.000436213224943693	0.353465215427439	0.473	0.314	1	MF4	CYBRD1
SH3BGRL3	0.000448419564332805	1.16624146793479	0.774	0.785	1	MF4	SH3BGRL3
LRP1	0.000455537370324794	0.313971302038476	0.29	0.154	1	MF4	LRP1
SULF11	0.000502430627401233	0.382265500419693	0.376	0.226	1	MF4	SULF1
HDLBP	0.000600506416340047	0.286476395638508	0.699	0.53	1	MF4	HDLBP
TUBA1B1	0.000737081391754809	0.743875383402309	0.817	0.738	1	MF4	TUBA1B
MYH91	0.000764657477299421	0.258450543505194	0.753	0.596	1	MF4	MYH9
PKM	0.000868670349429989	0.637384069098789	0.624	0.534	1	MF4	PKM
HSPA5	0.000880375832657556	0.497315183408819	0.699	0.605	1	MF4	HSPA5
TMED1	0.000929573521666927	0.259067987863273	0.312	0.171	1	MF4	TMED1
LY6E	0.00107018054398786	0.39438741650154	0.462	0.323	1	MF4	LY6E
PDIA6	0.00124266583729157	0.409456238539306	0.667	0.561	1	MF4	PDIA6
SSR3	0.00126729359053552	0.470779425948088	0.559	0.446	1	MF4	SSR3
PPIC	0.00132005282957788	0.389080132622104	0.462	0.336	1	MF4	PPIC
CTGF	0.00138665833330002	1.75383679216683	0.387	0.264	1	MF4	CTGF
PIGC	0.00138879713215012	0.262938644322963	0.258	0.137	1	MF4	PIGC
GNG12	0.0014312242448194	0.306083545606035	0.548	0.394	1	MF4	GNG12
GLIPR1	0.00159221276674497	0.282626979245075	0.43	0.269	1	MF4	GLIPR1
PTN	0.00165953679485145	0.326191662197187	0.473	0.307	1	MF4	PTN
AP2S1	0.00167232930745819	0.366197352192013	0.677	0.567	1	MF4	AP2S1
YIF1A	0.00177043880325179	0.286058844810083	0.43	0.28	1	MF4	YIF1A
CYTOR	0.00180765032382824	0.304509132073636	0.677	0.576	1	MF4	CYTOR
FHL2	0.00197609102526058	0.457321560308325	0.376	0.254	1	MF4	FHL2
MYH10	0.00218908268483992	0.450289785723578	0.28	0.168	1	MF4	MYH10
CYBA	0.00236151853855652	0.327371566426523	0.57	0.418	1	MF4	CYBA
GSTO1	0.0023730880160041	0.375836080329739	0.688	0.59	1	MF4	GSTO1
RPS181	0.00240509706929607	0.253099024293354	1	0.999	1	MF4	RPS18
RTN4	0.00245998906073818	0.368809025574162	0.634	0.515	1	MF4	RTN4
CTSZ	0.00281450290180839	0.324194749766813	0.548	0.433	1	MF4	CTSZ
NDUFC1	0.00293629364578201	0.279146410510114	0.753	0.632	1	MF4	NDUFC1
LIMA1	0.00372072106207051	0.350696310376407	0.505	0.385	1	MF4	LIMA1
RARRES21	0.00388760937277168	0.372473596627556	0.441	0.325	1	MF4	RARRES2
SELENOF	0.00392101648250221	0.336927338196607	0.548	0.474	1	MF4	SELENOF
ANK3	0.00411861135366109	0.296176791100462	0.312	0.196	1	MF4	ANK3
MRPL51	0.00414213889165563	0.251687023784133	0.645	0.523	1	MF4	MRPL51
DYNLT3	0.00433794261094388	0.268546577376874	0.516	0.391	1	MF4	DYNLT3
MASP1	0.00434313146243915	0.439124345700308	0.366	0.245	1	MF4	MASP1
RPL12	0.00438537985726831	0.312063268161652	0.989	0.986	1	MF4	RPL12
ANAPC13	0.0046665880617512	0.281225864239059	0.43	0.304	1	MF4	ANAPC13
PHPT1	0.00468367552102667	0.330442077537861	0.71	0.643	1	MF4	PHPT1
MIR4458HG	0.00478029492968598	0.27362148258643	0.301	0.186	1	MF4	MIR4458HG
NES	0.00527592976568509	0.336430846702025	0.376	0.25	1	MF4	NES
POLR2L	0.00552030232043471	0.529942668461953	0.71	0.694	1	MF4	POLR2L
PPDPF	0.00567698766570365	0.29782902902279	0.925	0.91	1	MF4	PPDPF
PALLD1	0.00597309088020436	0.352438144045139	0.753	0.636	1	MF4	PALLD
ADH1B1	0.00603893274225183	0.386360817183836	0.344	0.231	1	MF4	ADH1B
RPL22L1	0.00613940853846115	0.391409716701644	0.484	0.376	1	MF4	RPL22L1
CORO1C	0.00620948770463558	0.267107530922909	0.323	0.211	1	MF4	CORO1C
MGP1	0.00674502854783961	0.639574647951541	0.763	0.951	1	MF4	MGP
PSMA7	0.0068141456549555	0.252580543293853	0.978	0.989	1	MF4	PSMA7
FAM96B	0.00700337112867606	0.305000953858374	0.71	0.59	1	MF4	FAM96B
PPP1R14B	0.0070115554120845	0.255050734892651	0.269	0.163	1	MF4	PPP1R14B
RRAS1	0.00720415379269631	0.254010204706262	0.699	0.606	1	MF4	RRAS
GADD45A	0.00768769299310566	0.370819966288057	0.409	0.281	1	MF4	GADD45A
IL6ST1	0.00813445827158126	0.530769370849797	0.602	0.527	1	MF4	IL6ST
EVA1B1	0.00849833646274392	0.415560309591102	0.473	0.368	1	MF4	EVA1B
GLIPR2	0.00891464830388044	0.316024636040188	0.269	0.167	1	MF4	GLIPR2
IFI27L2	0.00922070240253197	0.283963426807889	0.473	0.349	1	MF4	IFI27L2
AES	0.00957742739590866	0.275963248964064	0.419	0.306	1	MF4	AES
LAMB1	0.00993183713116512	0.396884939324069	0.409	0.298	1	MF4	LAMB1
PTPRC	4.15885847670183e-55	1.46566061091402	0.791	0.128	6.1746571803592e-51	MF5	PTPRC
LCP1	5.66031092181845e-55	1.60065794455336	0.756	0.113	8.40386362562386e-51	MF5	LCP1
FYB1	1.6422963621958e-48	0.963592367396776	0.535	0.046	2.43831740895211e-44	MF5	FYB1
HCST	2.75772598956986e-48	1.41227653639467	0.616	0.077	4.09439577671438e-44	MF5	HCST
CD53	6.84844569368043e-44	0.97022862084276	0.581	0.071	1.01678873214073e-39	MF5	CD53
CD52	3.45643514197799e-43	2.54561134058463	0.849	0.254	5.13176925529473e-39	MF5	CD52
CXCR4	5.45618231010274e-39	1.32201806137143	0.709	0.16	8.10079387580954e-35	MF5	CXCR4
ITGB2	6.25607159186299e-39	1.02393989254026	0.523	0.067	9.28838949243898e-35	MF5	ITGB2
IL2RG	7.74101018563493e-38	0.984304085736331	0.558	0.082	1.14930778226122e-33	MF5	IL2RG
EVI2B	5.04591885712702e-37	0.612147788865057	0.419	0.036	7.49167572717648e-33	MF5	EVI2B
RAC2	1.068811867217e-36	0.897472278407446	0.5	0.062	1.58686497925707e-32	MF5	RAC2
CD3E	6.44425010579615e-36	0.820409790088754	0.407	0.038	9.56777813207554e-32	MF5	CD3E
RGS1	1.37671723290963e-35	2.08738193868248	0.802	0.25	2.04401207570092e-31	MF5	RGS1
CST7	3.00706294329467e-35	1.3515667569625	0.558	0.092	4.4645863519096e-31	MF5	CST7
CD3G	5.33577878650429e-34	0.525991145115342	0.267	0.009	7.92203076432292e-30	MF5	CD3G
CORO1A	6.38275433429783e-33	0.599614008258522	0.337	0.024	9.47647536013199e-29	MF5	CORO1A
CD48	4.64500571899937e-31	0.684229360937526	0.419	0.05	6.89643999099836e-27	MF5	CD48
CCL5	8.0489894114372e-31	2.73127704514133	0.709	0.227	1.19503345791608e-26	MF5	CCL5
PYHIN1	1.39124617931012e-30	0.531682257193198	0.302	0.02	2.06558320242174e-26	MF5	PYHIN1
LAPTM5	4.26477627538052e-30	1.1740058163718	0.593	0.133	6.33191333605746e-26	MF5	LAPTM5
SLA	1.42922510055919e-29	0.540864421596872	0.349	0.032	2.12197050680023e-25	MF5	SLA
CD3D	8.69748220158024e-29	0.993039442970729	0.384	0.046	1.29131518246862e-24	MF5	CD3D
AOAH	2.02047210132518e-28	0.433263860985898	0.256	0.013	2.99979492883749e-24	MF5	AOAH
UCP2	1.47031539300435e-27	0.676152891736225	0.372	0.044	2.18297726399356e-23	MF5	UCP2
KLRB1	1.86349116853567e-27	1.70333068572076	0.477	0.087	2.76672533792491e-23	MF5	KLRB1
GZMH	2.09576044994341e-27	0.704022947889606	0.314	0.028	3.11157554003098e-23	MF5	GZMH
SAMSN1	4.60102032795187e-27	0.499309102462837	0.291	0.023	6.83113488091014e-23	MF5	SAMSN1
CD7	7.36494787660845e-27	0.605959449818757	0.326	0.032	1.09347381124006e-22	MF5	CD7
CD37	6.6139850171116e-25	0.655929898152976	0.442	0.075	9.8197835549056e-21	MF5	CD37
TXNIP	1.12264177397824e-24	1.4907023951122	0.942	0.669	1.6667862418255e-20	MF5	TXNIP
TRBC2	1.49386300674965e-24	1.49383590696833	0.523	0.121	2.2179384061212e-20	MF5	TRBC2
GZMA	2.71814647833814e-24	1.07836943676491	0.407	0.07	4.03563207638864e-20	MF5	GZMA
FCER1G	3.59490045354185e-24	1.39426044669655	0.5	0.113	5.33734870337358e-20	MF5	FCER1G
CD2	8.62467360938016e-24	0.645025480173623	0.337	0.043	1.28050529078467e-19	MF5	CD2
JAML	1.13534040427609e-23	0.398235597916969	0.267	0.023	1.68563989822871e-19	MF5	JAML
BIN2	1.1451250731775e-23	0.382796509287551	0.256	0.02	1.70016719614663e-19	MF5	BIN2
C1orf162	3.08249353652479e-23	0.73206966613706	0.314	0.038	4.57657815367836e-19	MF5	C1orf162
HLA-DQA2	3.61338119514337e-23	1.11454691056051	0.384	0.062	5.36478706042936e-19	MF5	HLA-DQA2
CD96	7.82814053792707e-23	0.821856943416508	0.337	0.047	1.16224402566603e-18	MF5	CD96
STK17B	1.62377406610235e-22	0.665580068186696	0.43	0.081	2.41081735594215e-18	MF5	STK17B
CD74	2.50961604017531e-22	3.27072852837238	0.919	0.681	3.72602693484828e-18	MF5	CD74
GIMAP4	3.48789687094768e-22	0.648773163158511	0.337	0.047	5.17848048429602e-18	MF5	GIMAP4
CTSW	7.43787340643695e-22	0.670113715426146	0.302	0.038	1.10430106465369e-17	MF5	CTSW
EMB	1.17579319282926e-21	0.456169695617771	0.256	0.024	1.7457001533936e-17	MF5	EMB
KLRD1	1.66976672078514e-21	0.75503378123673	0.302	0.039	2.4791026503497e-17	MF5	KLRD1
CTSS	1.84786245821904e-21	1.65801335442006	0.535	0.152	2.74352139171781e-17	MF5	CTSS
CYTIP	2.85694649515521e-21	0.716421801992296	0.419	0.083	4.24170846135694e-17	MF5	CYTIP
LSP1	8.11177493181175e-20	0.612527895583337	0.407	0.081	1.20435522412609e-15	MF5	LSP1
TPM3	8.9388680125126e-20	0.858187575456531	0.744	0.301	1.32715373381775e-15	MF5	TPM3
GBP5	1.69994192333171e-19	0.442977095149266	0.256	0.028	2.52390377357059e-15	MF5	GBP5
TYROBP	1.70413681581856e-19	1.96411225750723	0.651	0.268	2.53013193044581e-15	MF5	TYROBP
B2M	1.91276176010439e-19	0.607944615537619	1	1	2.83987738522698e-15	MF5	B2M
IL7R	1.97290001648842e-19	1.7007983679374	0.477	0.136	2.92916465448036e-15	MF5	IL7R
GZMB	1.99821171275613e-19	0.776053253803384	0.291	0.04	2.96674492992903e-15	MF5	GZMB
HLA-DMA	3.16626395161393e-19	0.895334453095477	0.442	0.104	4.7009520889612e-15	MF5	HLA-DMA
PCED1B-AS1	3.92660332027764e-19	0.616670467705749	0.384	0.074	5.82982794961621e-15	MF5	PCED1B-AS1
PLAC8	4.55834664288583e-19	0.650592156048164	0.291	0.042	6.76777726069259e-15	MF5	PLAC8
PLEK	4.64659329717675e-19	0.548017451445341	0.291	0.04	6.89879706831832e-15	MF5	PLEK
ARL4C	6.35724227775103e-19	0.610260062012946	0.337	0.057	9.43859760977696e-15	MF5	ARL4C
VAMP8	6.69328302215677e-19	0.77325823509082	0.547	0.162	9.93751730299615e-15	MF5	VAMP8
SRGN	8.44303961490102e-19	1.15780262102031	0.919	0.668	1.25353809162436e-14	MF5	SRGN
LTB	8.58525327555964e-19	1.10914235238967	0.314	0.051	1.27465255382234e-14	MF5	LTB
HLA-E	1.47790352732044e-18	0.923812071683103	0.953	0.668	2.19424336701266e-14	MF5	HLA-E
ARRB2	4.12252634743323e-18	0.555211284030335	0.302	0.048	6.12071486803411e-14	MF5	ARRB2
PRF1	4.49700799282671e-18	0.505313728683817	0.256	0.032	6.67670776694982e-14	MF5	PRF1
HLA-DPB1	5.57245096573371e-18	2.18313302564029	0.709	0.382	8.27341794882484e-14	MF5	HLA-DPB1
TRAC	8.92585794665359e-18	0.794445826733389	0.326	0.059	1.32522212933966e-13	MF5	TRAC
PRDM1	1.12503511873698e-17	0.393962751431558	0.314	0.051	1.6703396407888e-13	MF5	PRDM1
TRBC1	1.38762837273836e-17	0.991283415173882	0.326	0.059	2.06021184500464e-13	MF5	TRBC1
GIMAP7	1.57178104338588e-17	0.72088306207423	0.314	0.055	2.33362331511502e-13	MF5	GIMAP7
LINC01871	3.27738427051153e-17	0.682826147117211	0.267	0.039	4.86593242642847e-13	MF5	LINC01871
TNFAIP3	5.44550713404023e-17	0.53656038682553	0.372	0.079	8.08494444190953e-13	MF5	TNFAIP3
AIF1	1.22807354628883e-16	1.51056110454574	0.395	0.1	1.82332079417502e-12	MF5	AIF1
HLA-DQB1	1.4563928224031e-16	1.1390966101822	0.43	0.117	2.16230642342189e-12	MF5	HLA-DQB1
CLEC2B	1.69212445838673e-16	0.792066005269187	0.547	0.182	2.51229718336677e-12	MF5	CLEC2B
LST1	4.18047617223617e-16	0.774580423603539	0.326	0.066	6.20675297291904e-12	MF5	LST1
HLA-DRB1	5.16034231920806e-16	2.14726734522458	0.593	0.249	7.66156024132821e-12	MF5	HLA-DRB1
SH3BGRL31	7.67943340834201e-16	0.945259098197451	0.953	0.764	1.14016547813654e-11	MF5	SH3BGRL3
FGL2	1.88849150819696e-15	1.12134525168309	0.36	0.086	2.80384334222002e-11	MF5	FGL2
HLA-DMB	2.35022026830999e-15	0.943658900438858	0.337	0.077	3.48937203235985e-11	MF5	HLA-DMB
GPR183	2.61782394411111e-15	0.616844575566456	0.291	0.054	3.88668320982177e-11	MF5	GPR183
LYZ	2.74453428209007e-15	2.07509876323538	0.547	0.205	4.07481004861912e-11	MF5	LYZ
CCL4	2.75758934494992e-15	1.43986926258869	0.767	0.406	4.09419290044715e-11	MF5	CCL4
FCGR3A	3.10275178959385e-15	0.480903255586804	0.267	0.044	4.60665558200999e-11	MF5	FCGR3A
BIRC3	3.33827691639591e-15	0.520577648928978	0.302	0.058	4.95633973777301e-11	MF5	BIRC3
FXYD5	4.65277447242989e-15	0.887205944888039	0.605	0.26	6.90797425921665e-11	MF5	FXYD5
HLA-B	4.93486808858355e-15	0.751130606480272	1	0.978	7.32679865112e-11	MF5	HLA-B
RPLP2	6.11967862950846e-15	0.674083259394019	1	1	9.08588686123121e-11	MF5	RPLP2
HCLS1	6.26040216206369e-15	0.554942518811471	0.488	0.155	9.29481909001596e-11	MF5	HCLS1
ZFP36L2	1.22996642887154e-14	0.721325310585378	0.547	0.201	1.82613115694558e-10	MF5	ZFP36L2
NKG7	1.26973253441499e-14	1.80749821102062	0.523	0.211	1.88517189384593e-10	MF5	NKG7
