	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
KMT2E1	1.05465129365625e-42	0.46972421209104	0.537	0.408	2.75169069027851e-38	Proliferative NK/T cells	KMT2E
CAP11	3.02195531340976e-42	0.396133308872861	0.689	0.572	7.8845836082174e-38	Proliferative NK/T cells	CAP1
SYNE11	3.21015323094264e-42	0.324069816091143	0.261	0.137	8.37561079485245e-38	Proliferative NK/T cells	SYNE1
RNF2131	3.56356760543592e-42	0.395869818273855	0.437	0.296	9.29770423934286e-38	Proliferative NK/T cells	RNF213
PCNA	4.46732129068516e-42	0.601147457700105	0.371	0.241	1.16556879795267e-37	Proliferative NK/T cells	PCNA
RSRP12	5.27733723096726e-42	0.475579069904785	0.554	0.432	1.37691005693167e-37	Proliferative NK/T cells	RSRP1
GPRIN31	7.37945526697768e-42	0.32872779242557	0.312	0.177	1.92537367370715e-37	Proliferative NK/T cells	GPRIN3
CCSER21	1.14157160581112e-41	0.336648040106858	0.332	0.199	2.9784744767218e-37	Proliferative NK/T cells	CCSER2
IRF11	1.22498402625123e-41	0.407522358479998	0.363	0.222	3.19610582289208e-37	Proliferative NK/T cells	IRF1
UCP21	1.76072778952486e-41	0.284322300190973	0.504	0.32	4.5939148756493e-37	Proliferative NK/T cells	UCP2
SF3B12	5.8299334226589e-41	0.369429074919125	0.78	0.704	1.52108792930593e-36	Proliferative NK/T cells	SF3B1
ARPC41	7.46868212896003e-41	0.376363856326316	0.462	0.33	1.94865385426696e-36	Proliferative NK/T cells	ARPC4
CLEC2B2	7.59351114186257e-41	0.437161738993741	0.499	0.348	1.98122299202336e-36	Proliferative NK/T cells	CLEC2B
EPB41	8.08287952916249e-41	0.337547460636013	0.324	0.192	2.10890409795378e-36	Proliferative NK/T cells	EPB41
SRSF41	9.22434066861603e-41	0.405955979878769	0.486	0.355	2.40672272384861e-36	Proliferative NK/T cells	SRSF4
CNTRL1	6.75864811565954e-40	0.358734043123066	0.328	0.196	1.76339887985673e-35	Proliferative NK/T cells	CNTRL
EML4	7.87117974028685e-40	0.436799671839559	0.531	0.41	2.05366950603824e-35	Proliferative NK/T cells	EML4
NAP1L4	1.55380246129309e-39	0.439006129209749	0.395	0.271	4.0540260017598e-35	Proliferative NK/T cells	NAP1L4
WDR11	1.73439919653691e-39	0.378424777432736	0.477	0.346	4.52522094368446e-35	Proliferative NK/T cells	WDR1
PNRC11	1.89969614887537e-39	0.449945918956233	0.748	0.665	4.95649722203073e-35	Proliferative NK/T cells	PNRC1
SARAF2	2.89477667966444e-39	0.432343704616192	0.682	0.601	7.5527618349125e-35	Proliferative NK/T cells	SARAF
ERN1	4.00453816177699e-39	0.412920783608959	0.263	0.148	1.04482405178923e-34	Proliferative NK/T cells	ERN1
SKA2	7.51692974125142e-39	0.414158138539524	0.31	0.186	1.96124213878991e-34	Proliferative NK/T cells	SKA2
ABHD17A1	2.09587288947042e-38	0.296046441207521	0.297	0.172	5.46834195591727e-34	Proliferative NK/T cells	ABHD17A
SMC3	2.18456040615713e-38	0.480050466287618	0.462	0.346	5.69973655570457e-34	Proliferative NK/T cells	SMC3
IFI27L2	3.74224183045833e-38	0.393972185217566	0.391	0.258	9.76388315984883e-34	Proliferative NK/T cells	IFI27L2
APRT	4.0434003111822e-38	0.536420221276734	0.686	0.636	1.05496357519055e-33	Proliferative NK/T cells	APRT
NSD3	5.43453771485571e-38	0.356417358740891	0.378	0.246	1.417925235183e-33	Proliferative NK/T cells	NSD3
PSIP1	1.59254499676524e-37	0.437905733844265	0.408	0.287	4.15510915106019e-33	Proliferative NK/T cells	PSIP1
SAE1	2.0873998677835e-37	0.36239986287165	0.295	0.176	5.44623499503393e-33	Proliferative NK/T cells	SAE1
RANBP1	2.23329010789843e-37	0.616582783960866	0.541	0.46	5.8268772205178e-33	Proliferative NK/T cells	RANBP1
SERBP11	2.347144010709e-37	0.420650634766714	0.737	0.684	6.12393343834085e-33	Proliferative NK/T cells	SERBP1
RPL22	4.51332658136778e-37	0.373608034481637	0.825	0.791	1.17757203834467e-32	Proliferative NK/T cells	RPL22
FKBP51	5.39527281995961e-37	0.453486389610315	0.609	0.5	1.40768063145566e-32	Proliferative NK/T cells	FKBP5
BTF31	6.71677129398696e-37	0.343100987083386	0.88	0.846	1.75247279831414e-32	Proliferative NK/T cells	BTF3
SET	1.24050324410499e-36	0.45676080304786	0.748	0.706	3.23659701419433e-32	Proliferative NK/T cells	SET
MIF	1.29743091380112e-36	0.3698235351347	0.337	0.216	3.3851269971985e-32	Proliferative NK/T cells	MIF
EIF11	1.75064229495456e-36	0.250767541971215	0.999	0.992	4.56760081176594e-32	Proliferative NK/T cells	EIF1
HDDC2	1.81144961107121e-36	0.279044942088979	0.271	0.153	4.72625318024589e-32	Proliferative NK/T cells	HDDC2
SS18L2	2.03432777249114e-36	0.416792793643679	0.398	0.276	5.30776459120663e-32	Proliferative NK/T cells	SS18L2
TK1	2.05701738892057e-36	0.395072506194612	0.259	0.143	5.36696406943266e-32	Proliferative NK/T cells	TK1
UBALD2	2.74580000389314e-36	0.333043867727374	0.298	0.176	7.1640667901576e-32	Proliferative NK/T cells	UBALD2
ZFAS1	3.722447792313e-36	0.399558976967151	0.611	0.493	9.71223853492386e-32	Proliferative NK/T cells	ZFAS1
SNRPD3	4.00357289184638e-36	0.379336020698228	0.659	0.576	1.04457220321164e-31	Proliferative NK/T cells	SNRPD3
RNF167	7.23478084814743e-36	0.335340324614026	0.382	0.256	1.88762667109015e-31	Proliferative NK/T cells	RNF167
PARK7	8.45864419842086e-36	0.414905710739053	0.767	0.742	2.20694485780999e-31	Proliferative NK/T cells	PARK7
ZNRD1	1.01562627008342e-35	0.329798904615357	0.311	0.19	2.64987050127465e-31	Proliferative NK/T cells	ZNRD1
PMAIP11	1.65956669286886e-35	0.432070048770563	0.329	0.203	4.32997545836414e-31	Proliferative NK/T cells	PMAIP1
CDC422	1.71469397228628e-35	0.330798488617784	0.767	0.699	4.47380804309212e-31	Proliferative NK/T cells	CDC42
ARL6IP51	2.15912994091339e-35	0.414854050582548	0.653	0.55	5.63338592883712e-31	Proliferative NK/T cells	ARL6IP5
PSMB8-AS1	3.16383240102715e-35	0.264811421374277	0.274	0.155	8.25475511751992e-31	Proliferative NK/T cells	PSMB8-AS1
DOCK21	3.34860517937067e-35	0.256450630199987	0.306	0.179	8.73684577349602e-31	Proliferative NK/T cells	DOCK2
VIM2	1.6876028335115e-34	0.254527465984175	0.702	0.506	4.40312455291486e-30	Proliferative NK/T cells	VIM
HMGN2	3.11456209084763e-34	0.556994946068338	0.481	0.387	8.12620395123054e-30	Proliferative NK/T cells	HMGN2
SRRM11	3.83627592083131e-34	0.450094077997932	0.607	0.545	1.0009227505041e-29	Proliferative NK/T cells	SRRM1
CYLD	4.79005244217665e-34	0.264930365964243	0.274	0.158	1.24977258268831e-29	Proliferative NK/T cells	CYLD
NUCB22	2.09932023743976e-33	0.659716974798581	0.604	0.54	5.47733643150408e-29	Proliferative NK/T cells	NUCB2
RNF19A	2.2575009068774e-33	0.387421322583765	0.342	0.226	5.89004561613383e-29	Proliferative NK/T cells	RNF19A
ARGLU11	2.39297253585765e-33	0.393437491575412	0.508	0.393	6.2435046433062e-29	Proliferative NK/T cells	ARGLU1
POLR2G	3.69449197795832e-33	0.403067144781282	0.519	0.415	9.63929901969105e-29	Proliferative NK/T cells	POLR2G
TUBA1B1	6.55685372407539e-33	1.23833495305943	0.731	0.697	1.71074870514851e-28	Proliferative NK/T cells	TUBA1B
EWSR1	7.5529771459009e-33	0.378530626776385	0.492	0.386	1.970647267137e-28	Proliferative NK/T cells	EWSR1
DDX6	8.00761752839443e-33	0.308501351820513	0.35	0.233	2.08926748933339e-28	Proliferative NK/T cells	DDX6
SNRPF	1.17328727541784e-32	0.405110336518829	0.549	0.448	3.06122383029268e-28	Proliferative NK/T cells	SNRPF
DIAPH1	1.34443858908948e-32	0.278613551374574	0.318	0.2	3.50777472279337e-28	Proliferative NK/T cells	DIAPH1
PA2G4	2.15367403342128e-32	0.458992746301463	0.543	0.464	5.61915092059945e-28	Proliferative NK/T cells	PA2G4
MALAT11	3.28184467575733e-32	0.41863486239094	1	0.998	8.56266094351845e-28	Proliferative NK/T cells	MALAT1
RCSD11	3.48403197181874e-32	0.297659319928696	0.294	0.179	9.09018781767228e-28	Proliferative NK/T cells	RCSD1
LSM4	3.95568313237456e-32	0.403293746503112	0.487	0.383	1.03207728606785e-27	Proliferative NK/T cells	LSM4
SF3B2	5.98345804580944e-32	0.384965324940555	0.597	0.521	1.56114403873214e-27	Proliferative NK/T cells	SF3B2
OAZ11	6.64685599037815e-32	0.282385328233286	0.938	0.891	1.73423119644956e-27	Proliferative NK/T cells	OAZ1
SRSF2	6.78301929919976e-32	0.463013732869916	0.576	0.507	1.76975756535421e-27	Proliferative NK/T cells	SRSF2
TAP1	7.15984521723177e-32	0.25199917474028	0.342	0.218	1.86807521562794e-27	Proliferative NK/T cells	TAP1
CYCS	2.28475979408026e-31	0.376129201036812	0.674	0.61	5.96116677873481e-27	Proliferative NK/T cells	CYCS
VAMP2	6.03504982461332e-31	0.352810248327485	0.354	0.244	1.57460484973986e-26	Proliferative NK/T cells	VAMP2
GYG1	9.41767066137171e-31	0.259729682930045	0.262	0.154	2.45716445225849e-26	Proliferative NK/T cells	GYG1
PNRC21	1.46705049603262e-30	0.324404151084187	0.448	0.329	3.8276814491987e-26	Proliferative NK/T cells	PNRC2
FNBP11	1.47114658206332e-30	0.293474673771927	0.432	0.308	3.83836854726142e-26	Proliferative NK/T cells	FNBP1
PRPF38B1	2.27993549924179e-30	0.328184277857282	0.444	0.325	5.94857971107177e-26	Proliferative NK/T cells	PRPF38B
PNN	2.66172548226142e-30	0.361526261030366	0.422	0.311	6.94470795576828e-26	Proliferative NK/T cells	PNN
POLR1D	3.80751132626085e-30	0.389202877441598	0.532	0.436	9.93417780134718e-26	Proliferative NK/T cells	POLR1D
FAM111A	4.7528469642936e-30	0.339723622459066	0.319	0.208	1.24006530145384e-25	Proliferative NK/T cells	FAM111A
NUDT21	5.46153497104853e-30	0.316692457246251	0.339	0.227	1.42496908929627e-25	Proliferative NK/T cells	NUDT21
RECQL	6.39804783940878e-30	0.307818073064255	0.371	0.256	1.66931466178014e-25	Proliferative NK/T cells	RECQL
MCM7	8.61379597078083e-30	0.32423533765366	0.304	0.189	2.24742550673643e-25	Proliferative NK/T cells	MCM7
OSTF11	2.14174584844277e-29	0.371890536454478	0.468	0.361	5.58802909317203e-25	Proliferative NK/T cells	OSTF1
DRAP1	2.22089417278313e-29	0.351089568479507	0.608	0.522	5.79453498620846e-25	Proliferative NK/T cells	DRAP1
EIF3K	7.33233983322965e-29	0.367222155706293	0.775	0.746	1.91308078588795e-24	Proliferative NK/T cells	EIF3K
ADD31	8.57591336988253e-29	0.323215690476112	0.368	0.255	2.23754155733605e-24	Proliferative NK/T cells	ADD3
CSK	1.08439443654204e-28	0.283277083005084	0.264	0.161	2.82929352438184e-24	Proliferative NK/T cells	CSK
ZBTB1	1.56057992801042e-28	0.30304757862421	0.287	0.182	4.07170909017198e-24	Proliferative NK/T cells	ZBTB1
CFLAR1	3.06410110179062e-28	0.40026242518152	0.52	0.426	7.99454618468191e-24	Proliferative NK/T cells	CFLAR
HP1BP31	3.23953836777778e-28	0.442428786462475	0.596	0.531	8.45227955536902e-24	Proliferative NK/T cells	HP1BP3
RPL21P28	3.511063645326e-28	0.290600448799983	0.326	0.22	9.16071615702008e-24	Proliferative NK/T cells	RPL21P28
GIMAP2	4.04923832478822e-28	0.286348118035252	0.275	0.17	1.05648677132049e-23	Proliferative NK/T cells	GIMAP2
SEPT9	4.19120071950571e-28	0.304429830536062	0.347	0.236	1.09352617972623e-23	Proliferative NK/T cells	SEPT9
PGK1	1.71713844670918e-27	0.352335285577781	0.615	0.558	4.48018592130891e-23	Proliferative NK/T cells	PGK1
SMC2	1.91166189236245e-27	0.377381408109112	0.317	0.213	4.98771704336288e-23	Proliferative NK/T cells	SMC2
TNFRSF1B1	2.26203131422233e-27	0.349004172174322	0.349	0.237	5.90186590193748e-23	Proliferative NK/T cells	TNFRSF1B
DDX241	4.00578708766772e-27	0.388781997758122	0.528	0.437	1.04514990904338e-22	Proliferative NK/T cells	DDX24
HNRNPU	5.66247553865479e-27	0.342833662339486	0.702	0.65	1.47739649279042e-22	Proliferative NK/T cells	HNRNPU
SP140L	9.24466065428366e-27	0.286521955590129	0.288	0.185	2.41202441130915e-22	Proliferative NK/T cells	SP140L
CREM2	9.73496187310049e-27	0.460629329857381	0.448	0.346	2.53994890231065e-22	Proliferative NK/T cells	CREM
SNRPD1	1.16705924489725e-26	0.386718863726895	0.572	0.498	3.04497427586143e-22	Proliferative NK/T cells	SNRPD1
SF3B5	2.09522688044332e-26	0.358104241649423	0.663	0.6	5.46665645376466e-22	Proliferative NK/T cells	SF3B5
SFPQ	5.26286808174016e-26	0.401858941785112	0.581	0.523	1.37313491120682e-21	Proliferative NK/T cells	SFPQ
METTL91	5.74161185541349e-26	0.273860543604374	0.33	0.224	1.49804394919593e-21	Proliferative NK/T cells	METTL9
ATP5MC3	6.87575070231151e-26	0.327652357119569	0.811	0.798	1.7939521157401e-21	Proliferative NK/T cells	ATP5MC3
ARHGDIA1	8.02394951677374e-26	0.362678155831718	0.501	0.411	2.09352866842144e-21	Proliferative NK/T cells	ARHGDIA
SRI1	9.8710035751283e-26	0.383528042546917	0.482	0.386	2.57544354278672e-21	Proliferative NK/T cells	SRI
TMEM106C	1.45423846034495e-25	0.307599894129216	0.328	0.222	3.79425356688601e-21	Proliferative NK/T cells	TMEM106C
CKS1B1	1.50938293133718e-25	0.51494962838117	0.416	0.324	3.93813100615182e-21	Proliferative NK/T cells	CKS1B
HMGA1	2.26996877975e-25	0.370789493357244	0.278	0.181	5.92257554324572e-21	Proliferative NK/T cells	HMGA1
COMMD6	2.8205031958264e-25	0.371982547170993	0.737	0.69	7.35897488823067e-21	Proliferative NK/T cells	COMMD6
ARF6	5.58538138012992e-25	0.273710770521566	0.404	0.3	1.4572818558897e-20	Proliferative NK/T cells	ARF6
HNRNPF	5.83276262351632e-25	0.360025824760179	0.548	0.48	1.52182609610164e-20	Proliferative NK/T cells	HNRNPF
UBL51	8.48132878976308e-25	0.264008415993843	0.869	0.861	2.21286349453708e-20	Proliferative NK/T cells	UBL5
SUPT16H	2.63089499461201e-24	0.365385501289251	0.403	0.307	6.86426813044221e-20	Proliferative NK/T cells	SUPT16H
RPL22L1	2.98790605727939e-24	0.375071713540493	0.424	0.331	7.79574569404765e-20	Proliferative NK/T cells	RPL22L1
COX4I11	3.21052740890752e-24	0.264624333835016	0.949	0.936	8.37658706258062e-20	Proliferative NK/T cells	COX4I1
YEATS4	3.48416257885933e-24	0.254977633174946	0.267	0.171	9.09052858450187e-20	Proliferative NK/T cells	YEATS4
SMARCA51	3.67760409954524e-24	0.324591315105244	0.477	0.386	9.59523685612348e-20	Proliferative NK/T cells	SMARCA5
RPS4Y11	4.7119707909295e-24	0.29873932107852	0.539	0.432	1.22940029906142e-19	Proliferative NK/T cells	RPS4Y1
MCM3	5.20507110572803e-24	0.363953244516106	0.253	0.163	1.3580551021955e-19	Proliferative NK/T cells	MCM3
CDK2AP2	7.05496677346717e-24	0.344394732685335	0.519	0.433	1.84071138086532e-19	Proliferative NK/T cells	CDK2AP2
PARP1	7.2599580515858e-24	0.378199395482358	0.461	0.385	1.89419565523925e-19	Proliferative NK/T cells	PARP1
EIF4G21	1.59305346103565e-23	0.27098075362774	0.761	0.723	4.15643578518811e-19	Proliferative NK/T cells	EIF4G2
UBE2I	1.88362244279252e-23	0.324377320381691	0.497	0.413	4.91455931548996e-19	Proliferative NK/T cells	UBE2I
RPL9P91	2.61557628562951e-23	0.337178153217911	0.573	0.516	6.82430008683595e-19	Proliferative NK/T cells	RPL9P9
IDH2	3.00195662708719e-23	0.347333868780131	0.461	0.374	7.83240503573318e-19	Proliferative NK/T cells	IDH2
COTL12	3.24185741119203e-23	0.381670846777127	0.501	0.384	8.45833017154111e-19	Proliferative NK/T cells	COTL1
TUBB4B	3.48685530926238e-23	0.423086258800864	0.37	0.279	9.09755418739648e-19	Proliferative NK/T cells	TUBB4B
SRSF10	3.97435541710465e-23	0.33465422296543	0.457	0.37	1.03694907187677e-18	Proliferative NK/T cells	SRSF10
PPM1G	6.84020939839459e-23	0.395165295297014	0.445	0.37	1.78467903413513e-18	Proliferative NK/T cells	PPM1G
TAF15	7.48488235127915e-23	0.305743666710551	0.355	0.26	1.95288065427224e-18	Proliferative NK/T cells	TAF15
RAP1A1	1.49694765019511e-22	0.299854781092041	0.511	0.418	3.90568611412407e-18	Proliferative NK/T cells	RAP1A
RSRC21	1.72331258723644e-22	0.331625593195266	0.527	0.447	4.49629487135859e-18	Proliferative NK/T cells	RSRC2
C9orf78	2.07949317560243e-22	0.333157023142242	0.494	0.408	5.42560564446429e-18	Proliferative NK/T cells	C9orf78
TUBA1C	2.22527264620584e-22	0.411789643438108	0.338	0.247	5.80595886121566e-18	Proliferative NK/T cells	TUBA1C
LSM7	3.42199940057384e-22	0.362116106486006	0.488	0.411	8.92833863603722e-18	Proliferative NK/T cells	LSM7
FBL	3.42614083216553e-22	0.313583449696969	0.412	0.325	8.93914404520308e-18	Proliferative NK/T cells	FBL
TBCB1	4.28747994049563e-22	0.307776404330126	0.495	0.402	1.11864639127471e-17	Proliferative NK/T cells	TBCB
MAD2L2	4.43755060203216e-22	0.302938262700926	0.29	0.196	1.15780132757621e-17	Proliferative NK/T cells	MAD2L2
EIF4A2	5.01058982157982e-22	0.325333593581739	0.781	0.75	1.30731299034839e-17	Proliferative NK/T cells	EIF4A2
ZNF207	8.49491099253818e-22	0.25114168666758	0.373	0.275	2.21640722706314e-17	Proliferative NK/T cells	ZNF207
ANAPC15	1.54074464274586e-21	0.25306538815252	0.255	0.167	4.01995684738822e-17	Proliferative NK/T cells	ANAPC15
MIER1	1.61482859017532e-21	0.285797451631115	0.341	0.249	4.21324927462644e-17	Proliferative NK/T cells	MIER1
GUK11	1.89844292019624e-21	0.306334984110006	0.685	0.644	4.953227423084e-17	Proliferative NK/T cells	GUK1
FAM107B1	2.37679167075107e-21	0.254150247764477	0.397	0.299	6.20128714815663e-17	Proliferative NK/T cells	FAM107B
BCLAF1	2.39331150381036e-21	0.311574194165358	0.43	0.346	6.2443890445916e-17	Proliferative NK/T cells	BCLAF1
CDKN1B1	2.45951860314614e-21	0.295503061232535	0.5	0.414	6.4171299874686e-17	Proliferative NK/T cells	CDKN1B
EIF3A	3.60353321486482e-21	0.301709841799971	0.607	0.55	9.40197851090379e-17	Proliferative NK/T cells	EIF3A
SSRP1	5.0816805535535e-21	0.285483843087464	0.343	0.253	1.32586127322764e-16	Proliferative NK/T cells	SSRP1
HTATSF1	5.20663825652246e-21	0.288529560491495	0.348	0.257	1.35846398750927e-16	Proliferative NK/T cells	HTATSF1
CARD161	7.01545725061468e-21	0.391808926969119	0.455	0.357	1.83040295125788e-16	Proliferative NK/T cells	CARD16
RAB1B1	9.11028243621098e-21	0.266701985666741	0.342	0.251	2.37696379043181e-16	Proliferative NK/T cells	RAB1B
NCOR1	9.43096147357801e-21	0.303861894538992	0.482	0.402	2.46063215807124e-16	Proliferative NK/T cells	NCOR1
SLBP	1.98852813744703e-20	0.333769119702957	0.322	0.235	5.18826876341304e-16	Proliferative NK/T cells	SLBP
PIN1	2.28844655456673e-20	0.285953116725549	0.399	0.311	5.97078590552007e-16	Proliferative NK/T cells	PIN1
THRAP3	2.58286334730387e-20	0.310554094067583	0.481	0.406	6.73894875945053e-16	Proliferative NK/T cells	THRAP3
COPS91	3.07234515849326e-20	0.345802266321301	0.594	0.55	8.01605575302477e-16	Proliferative NK/T cells	COPS9
ISG151	3.12063911157418e-20	0.303158516056718	0.474	0.382	8.1420595060082e-16	Proliferative NK/T cells	ISG15
HNRNPK1	3.26483768436301e-20	0.262344888863962	0.791	0.799	8.51828800227153e-16	Proliferative NK/T cells	HNRNPK
TPR	3.29279264595174e-20	0.339690113579415	0.577	0.521	8.59122529255269e-16	Proliferative NK/T cells	TPR
SIVA11	3.92493143222552e-20	0.460728091320335	0.531	0.472	1.02405385998196e-15	Proliferative NK/T cells	SIVA1
CCT4	6.60194137552557e-20	0.325352252820738	0.523	0.456	1.72251252428838e-15	Proliferative NK/T cells	CCT4
CKS2	6.72272575322166e-20	0.343096851021464	0.348	0.259	1.75402637627306e-15	Proliferative NK/T cells	CKS2
DCTN3	1.23088966220499e-19	0.376702810073849	0.452	0.379	3.21151421765904e-15	Proliferative NK/T cells	DCTN3
NDUFB2	1.6200699592811e-19	0.27635402204343	0.852	0.843	4.22692453076032e-15	Proliferative NK/T cells	NDUFB2
PTMAP2	4.37442184545725e-19	0.254976264380956	0.341	0.256	1.14133040369825e-14	Proliferative NK/T cells	PTMAP2
UQCRH	5.38986214133107e-19	0.283568500341487	0.814	0.81	1.40626893129469e-14	Proliferative NK/T cells	UQCRH
HSPA1B1	5.53129183423708e-19	0.529192768746518	0.685	0.649	1.4431693524708e-14	Proliferative NK/T cells	HSPA1B
GAS51	5.62899657953995e-19	0.325768893898387	0.486	0.416	1.46866149756777e-14	Proliferative NK/T cells	GAS5
EXOSC8	7.03794867669776e-19	0.305772444582665	0.35	0.269	1.83627118923721e-14	Proliferative NK/T cells	EXOSC8
XRCC6	7.1821291828611e-19	0.331196372222297	0.488	0.429	1.87388932510029e-14	Proliferative NK/T cells	XRCC6
RNASEH2B1	7.94757240234278e-19	0.299697947031862	0.301	0.218	2.07360111549525e-14	Proliferative NK/T cells	RNASEH2B
ILF3	8.44403999370004e-19	0.296583470062378	0.401	0.322	2.20313447475628e-14	Proliferative NK/T cells	ILF3
EIF5A	9.3642402254212e-19	0.432079166387848	0.508	0.47	2.44322391721464e-14	Proliferative NK/T cells	EIF5A
KPNB11	9.58795685886986e-19	0.323916846486934	0.403	0.321	2.50159382404774e-14	Proliferative NK/T cells	KPNB1
MGEA5	2.03894568676335e-18	0.250580402921833	0.292	0.211	5.31981319133425e-14	Proliferative NK/T cells	MGEA5
SMC5	2.04840938083274e-18	0.253320157774181	0.308	0.224	5.34450491553069e-14	Proliferative NK/T cells	SMC5
SVIP	3.84932658875275e-18	0.28021258791984	0.335	0.25	1.00432780027148e-13	Proliferative NK/T cells	SVIP
LBR	5.76430959401232e-18	0.302207123690119	0.432	0.355	1.50396601617375e-13	Proliferative NK/T cells	LBR
COPE	8.47610441347487e-18	0.279868269969655	0.619	0.586	2.21150040251973e-13	Proliferative NK/T cells	COPE
PAK21	9.76505573184154e-18	0.315417328509292	0.505	0.435	2.54780069099478e-13	Proliferative NK/T cells	PAK2
SLC9A3R11	1.1643667396679e-17	0.27089236859368	0.436	0.358	3.03794926046752e-13	Proliferative NK/T cells	SLC9A3R1
CCL4L21	1.65599937287854e-17	1.29440448725363	0.521	0.424	4.32066796377739e-13	Proliferative NK/T cells	CCL4L2
DGUOK	1.73796790717335e-17	0.292878713335859	0.423	0.345	4.53453206660599e-13	Proliferative NK/T cells	DGUOK
BAX1	2.58607879142774e-17	0.299019012943186	0.471	0.398	6.7473381747141e-13	Proliferative NK/T cells	BAX
PRPF4B	2.82341847760735e-17	0.296589407582164	0.436	0.36	7.36658114992533e-13	Proliferative NK/T cells	PRPF4B
RNPS1	3.85059511360697e-17	0.260412841744146	0.321	0.242	1.00465877109119e-12	Proliferative NK/T cells	RNPS1
SNRPA1	8.23302509435624e-17	0.266229958075963	0.303	0.225	2.14807857736849e-12	Proliferative NK/T cells	SNRPA1
HSPB111	8.94667911622581e-17	0.331313504129266	0.432	0.365	2.33427804821448e-12	Proliferative NK/T cells	HSPB11
RAP1B1	9.14755248950843e-17	0.280079287779347	0.393	0.318	2.38668792003764e-12	Proliferative NK/T cells	RAP1B
HNRNPM1	1.67192799703411e-16	0.316628220433348	0.512	0.455	4.36222733706169e-12	Proliferative NK/T cells	HNRNPM
PTGES3	2.01249756933469e-16	0.266643270398446	0.685	0.662	5.25080740815115e-12	Proliferative NK/T cells	PTGES3
RBBP7	2.16012133360967e-16	0.26671247779744	0.387	0.31	5.63597257152098e-12	Proliferative NK/T cells	RBBP7
PAPOLA	2.49724899901524e-16	0.25918466813076	0.585	0.537	6.51557236333066e-12	Proliferative NK/T cells	PAPOLA
DNAJC8	2.49877791605493e-16	0.276456517361174	0.596	0.553	6.51956146077892e-12	Proliferative NK/T cells	DNAJC8
NUTF21	2.52577340222061e-16	0.272266443237364	0.382	0.307	6.58999538373379e-12	Proliferative NK/T cells	NUTF2
TRMT112	4.30764518637031e-16	0.250627183738007	0.758	0.757	1.12390770557588e-11	Proliferative NK/T cells	TRMT112
CLPP	6.11950747261722e-16	0.283176906693676	0.337	0.261	1.59664069468056e-11	Proliferative NK/T cells	CLPP
TRIR	7.27157235632047e-16	0.256318564329156	0.553	0.502	1.89722594348757e-11	Proliferative NK/T cells	TRIR
BANF1	7.65392885904915e-16	0.381755058506192	0.645	0.651	1.99698657861451e-11	Proliferative NK/T cells	BANF1
KPNA2	1.03092949652717e-15	0.38047829434678	0.251	0.18	2.68979814938903e-11	Proliferative NK/T cells	KPNA2
BZW1	1.3921016539508e-15	0.282784457049044	0.495	0.442	3.63213242532302e-11	Proliferative NK/T cells	BZW1
LSM8	1.87485958780634e-15	0.29839501410557	0.408	0.343	4.89169615054553e-11	Proliferative NK/T cells	LSM8
STIP1	2.08565929303975e-15	0.256601848838785	0.36	0.284	5.44169366147002e-11	Proliferative NK/T cells	STIP1
NOP58	4.41168350198712e-15	0.276652709845357	0.43	0.364	1.15105234250346e-10	Proliferative NK/T cells	NOP58
UXT	4.82725924347416e-15	0.31504818873446	0.597	0.555	1.25948020921484e-10	Proliferative NK/T cells	UXT
DNAJB11	1.08866208714548e-14	0.727646675189983	0.652	0.622	2.84042825157127e-10	Proliferative NK/T cells	DNAJB1
SON2	1.54626688746143e-14	0.276525741402378	0.72	0.71	4.03436493607561e-10	Proliferative NK/T cells	SON
PRKDC	2.08495649851155e-14	0.281278260649476	0.321	0.251	5.43986000026648e-10	Proliferative NK/T cells	PRKDC
CD82	2.39612666057242e-14	0.267572182299209	0.283	0.213	6.25173407009949e-10	Proliferative NK/T cells	CD82
UBE2D31	2.55001379935698e-14	0.273653686759609	0.629	0.613	6.6532410039023e-10	Proliferative NK/T cells	UBE2D3
PRR131	2.78496159167949e-14	0.255579977491231	0.538	0.492	7.26624328885095e-10	Proliferative NK/T cells	PRR13
CORO1B1	2.95396969161548e-14	0.578432312387187	0.336	0.281	7.70720232239395e-10	Proliferative NK/T cells	CORO1B
SSR2	3.32190217590917e-14	0.264619051722358	0.684	0.669	8.66717496716461e-10	Proliferative NK/T cells	SSR2
C19orf53	4.04832292625757e-14	0.287768765333214	0.651	0.641	1.05624793468986e-09	Proliferative NK/T cells	C19orf53
GBP21	4.50848922290014e-14	0.273492502788539	0.354	0.285	1.17630992314688e-09	Proliferative NK/T cells	GBP2
UBE2N	5.13160267371045e-14	0.306543460968835	0.433	0.384	1.33888645359779e-09	Proliferative NK/T cells	UBE2N
AKAP131	5.58854841141968e-14	0.255771648242338	0.378	0.306	1.45810816602351e-09	Proliferative NK/T cells	AKAP13
SRSF5	7.26491476765167e-14	0.280195349116525	0.544	0.504	1.895488912028e-09	Proliferative NK/T cells	SRSF5
TAF1D	8.73396994206968e-14	0.280196182852883	0.347	0.279	2.2787800975854e-09	Proliferative NK/T cells	TAF1D
NASP	1.44443787664842e-13	0.280124859188949	0.365	0.299	3.76868286396338e-09	Proliferative NK/T cells	NASP
PSMA1	2.13903619348953e-13	0.253392185707832	0.54	0.501	5.58095933243354e-09	Proliferative NK/T cells	PSMA1
